Name,Category,Public ID,Weight,Price,Fat,Protein,Carbs,KCal
Мармелад Бон Пари жевательный Машинки,Сладости,d0da93f7-52d0-4df1-8635-ac8bccb4152a,75 g,115,0.11,5.2,76,330
Зефир Коломенский Яблочный,Сладости,4d686344-c19f-44eb-a047-920ac8bd3869,250 g,194,0.2,0.8,80.4,320
Жевательный мармелад Fruit-tella Звери Mix,Сладости,5d6cd386-352b-4d82-8a20-20ce436a78b3,150 g,166,0.1,6,73,320
Мармелад Бон Пари DUO Корги тропический коктейль,Сладости,bd1d7d01-5aaf-413a-bd48-04fc90f83093,100 g,82,0,0,0,330
"Мармелад Sweet Box Club жевательный с натуральным соком апельсин-яблоко-клубника-персик-манго в наборе с подарком, 10г",Сладости,0f8d3c9a-3c87-45ba-9666-104b4e8773ca,10 g,194,0,5.8,78,338
"Мармелад Sweet Box Tom Heroes Апельсин, яблоко, клубника, персик, манго в ассортименте 10г",Сладости,21c7e7e3-73d6-47f9-95ac-ea439081270d,10 g,194,0,0,0,332
Зефир Жизель без добавления сахара с ароматом ванили,Сладости,8961c49d-0f30-46e8-9edb-deda3c195527,130 g,153,0,1,80,210
Набор шоколадных конфет Merci Ассорти ,Сладости,92bde9e4-05e1-43a4-bb0c-c32070bc2b44,250 g,329,49.7,36.3,7.4,562
Набор конфет Raffaello,Сладости,e2e260f2-61ef-4ef1-b57a-f86a57164f10,70 g,189,48.6,7.2,38.3,628
"Коркунов шоколадные конфеты из темного и молочного шоколада с фундуком, вафельной крошкой и ореховой начинкой, 165г",Сладости,bd2d85b6-735d-4370-a7ca-a46ee5403c2c,165 g,296,36,6.7,50.3,559
Конфеты Ferrero Rocher хрустящие из молочного шоколада,Сладости,fefa7208-e1d2-4695-a767-8aa3e2ac0348,125 g,388,44.4,8.2,42.7,603
"Коробки конфет КОМИЛЬФО фисташка, 116 г",Сладости,8128266f-d6f6-4344-b636-574c360fb0f8,116 g,500,40,7.2,48,582
"Коркунов Коллекция шоколадных плиток из темного и молочного шоколада с дробленым фундуком, 131г",Сладости,99f7016d-863d-414a-b331-340e1224f431,131 g,235,32.3,6.7,52.2,537
А.Коркунов Набор конфет Pure Choco Collection,Сладости,508addec-48aa-40fb-86b4-43e967f467f0,87 g,200,32.3,6.7,52.2,537
Набор конфет №32 Азовская КФ 500г,Сладости,389a97b1-4aae-4d77-b385-4795cf65ec59,500 g,160,80,10,1,420
Паста Ложка силы арахисовая кремовая,Сладости,89c46d83-b859-42ac-a837-ec1c49919690,200 g,160,45,25,17,573
Малина протертая с сахаром Сварог,Сладости,9b1181f5-5049-4ce9-8a76-a151b24bff83,200 g,92,0.3,0.4,54.1,920.2
Джем Махеевъ из лесных ягод,Сладости,1236b8da-4ade-4fa6-941b-fbfb9382b0cb,300 g,133,0,0.3,68,272
Джем клубничный Махеевъ,Сладости,def35d36-0667-4757-935f-0bae6d1a501e,300 g,133,0,0,60,330
Лимон протертый с сахаром и имбирем,Сладости,26e1241d-dc0f-4eb8-a94b-00b93106103e,200 g,82,0,0,45,180
Джем вишнёвый Махеевъ,Сладости,53bef14f-4f19-43c4-a85c-78508bb54ff5,300 g,133,0,0,68,272
Джем Ратибор из клубники,Сладости,08b8c519-ae2b-416a-bc15-8057e22204cf,360 g,224,0,0,68,270
Варенье Ратибор вишня ,Сладости,c20a4d14-2181-473e-a916-071cca843999,350 g,224,0,0.3,68,270
Клюква Лукошко протертая с сахаром,Сладости,cd82fb9f-5056-4b60-b61d-6b744b17fc9e,200 g,102,0,0.3,53.8,210
Брусника протертая Фэг с сахаром,Сладости,d02bf084-7211-4f98-b084-de97d8af3852,200 g,102,54,0.3,0.4,220
Бисквитное пирожное в шоколадной глазури Kinder delice,Сладости,3f2a9ff9-0d26-4684-906b-8999731a5217,39 g,90,26,5.5,58.8,177
Мини-кексы Юбилейное с кусочками молочного шоколада,Сладости,c6b1deab-7f53-4530-adfa-700d36eabb19,140 g,134,21,5.3,53,425
Пирожное Confestory Конфик с какао и сливочным вкусом 30 г,Сладости,13b30f0b-2345-488f-9f52-cbc5664606e7,30 g,20,18,7,48,400
Кекс Хлебный Дом Василеостровский творожный 400г,Сладости,f049a59b-bf7c-4be6-8690-e2ac698ea6c5,400 g,240,15.7,7.7,54.7,386
Пирожное Confestory бисквитное с вареной сгущенкой 150 г,Сладости,bd445809-d1f2-477a-bb61-8d6bcccc1121,150 g,90,18,6,53,400
Пирожное Бисквитное Медвежонок Барни с Шоколадной начинкой,Сладости,2d161879-8b52-4c74-a993-669be6ae8d80,30 g,30,15.5,6.1,58.5,390
"Orbit White Нежная мята жевательная резинка без сахара, 13,6г",Сладости,d4803083-9823-4e6c-8781-09b19e57a086,14 g,41,0,0,61,150
"Жевательная резинка Orbit White Bubblemint без сахара, 13,6г",Сладости,9da0c846-4336-471d-a47c-15077e7aee35,14 g,41,0,0,60,140
Жевательная резинка Chupa Chups Big Babol клубника,Сладости,306ddf4a-0d1c-46b2-9db5-5bd84a1bf0fe,21 g,41,0.1,0.1,71.7,284
Жевательная резинка Dirol без сахара Мята 13.6 г,Сладости,fced6d09-126b-4d16-aa9f-17a5948504dd,14 g,43,0.9,0.4,63,167
"Orbit Сладкая мята жевательная резинка без сахара, 13,6г",Сладости,4dd44129-02b5-4009-8c86-1e89b7276f54,14 g,41,0,0,65,160
Жевательная резинка Mentos Pure Fresh со вкусом мяты,Сладости,750cf207-e402-4e0d-84ce-ce77fd036340,16 g,37,0.2,0.4,74,190
Жевательная резинка Mentos Pure Fresh Тутти-Фрутти,Сладости,43bfda6b-9609-4b7a-96e6-62ea30040545,54 g,184,0.2,0.1,66,170
Ментос PureFresh виноград 15.5г,Сладости,9f5de10e-6f7c-491e-8a0d-65096e83c205,15 g,37,1.5,0.3,68,180
Жевательная резинка Eclipse Ледяная вишня,Сладости,77b02cca-52df-45d5-8b5d-c773febc3767,14 g,61,0.1,0.2,61,150
"Orbit Клубника-банан жевательная резинка без сахара, 13,6г",Сладости,f408e5de-3bd4-4c46-9b9b-1699a5b5a02e,14 g,41,0,0,70,170
Жевательная резинка Dirol без сахара Арбузно-дынный коктейль 13.6г,Сладости,fa79f120-ba6d-45f7-b043-def1e46fe080,14 g,43,1.4,0.4,67,194
Жевательная резинка Dirol X-Fresh без сахара Арбузный лед 16г,Сладости,48ed8169-f901-4365-9c2e-9cef9d2f804e,16 g,70,1,0.4,69,187
Жевательная резинка Mentos Pure White со вкусом нежной мяты ,Сладости,74735e33-f8b1-47f9-aaee-756d91ce0ad9,16 g,30,0.2,0.5,67,170
Жевательная резинка Mentos Тутти-Фрутти 16г,Сладости,c11ce155-bdd1-4268-8a6b-f5500507abbb,16 g,37,0.2,0.1,66,170
Жевательная резинка Dirol без сахара Арбузная свежесть 13.6г,Сладости,decad3f3-d6bd-41dd-a55f-093834cd4b6d,14 g,43,1.3,0.4,64,175
Жевательная резинка Dirol Клубника-Черешня 13.6 г,Сладости,dc4c3dd4-d44b-47c5-885d-a1999292ca6a,14 g,43,0.8,0.3,72,186
Жевательная резинка Dirol White без сахара мята 13.6г,Сладости,c576a93e-c582-4091-828f-81f7b0875ecb,14 g,43,0.9,0.4,63,167
Жевательная резинка Orbit Winterfresh,Сладости,1860dff1-aa4a-42ab-9cd3-57809f0d0cf5,14 g,41,1.5,0,63,140
Жевательная резинка Orbit Освежающая мята 13.6 г,Сладости,67dc77ce-5e38-4b70-8094-373afcec2bde,14 g,41,0,0,62.3,150
"Жевательная резинка Love is Ассорти вкусов, 5x4,2 г",Сладости,6c2d7b89-bef6-434e-94db-53d50dc13654,21 g,51,0,0,77,291
Жевательная резинка Orbit Сочный Арбуз,Сладости,3de3dd41-ad50-4e65-a535-db9565b96ea0,14 g,41,0,0,67,170
Жевательная резинка Mentos Pure со вкусом мяты,Сладости,65f3e495-658b-4ac9-bd3e-a0e95982fb7b,100 g,296,0.1,0.3,67,170
Жевательная резинка Mentos Pure Fresh Арбуз без сахара,Сладости,3df1da1f-5c3b-48fd-8029-df6b4c0bb026,16 g,37,1,0.3,69,180
Драже Mentos Pure White жевательные со вкусом клубники,Сладости,8ce6c8a1-a53f-47da-bbcd-9588fe87dba8,15 g,37,0.5,0.1,66,170
Жевательная резинка Dirol Морозная мята без сахара,Сладости,82c147fa-6dba-498e-90ce-08b4ca9235e5,14 g,43,0,0.1,70,150
Жевательная резинка Five Cyclone Сочный арбуз без сахара,Сладости,3cbcaf49-8f2a-436e-9795-58bd6e2e4246,31 g,88,1.2,0.2,69,157
Жевательная резинка Dirol X-Fresh без сахара Ледяной мандарин 16г,Сладости,2f6ede10-0817-46e8-abc6-9f7437e640da,16 g,70,1.1,0.4,70,187
Жевательная резинка Dirol без сахара Мята и Фрукты 13.6г,Сладости,81bcff64-35d0-4793-abf9-3d9ad64a3ffc,14 g,43,0.4,0.2,64,167
Жевательная резинка Orbit Манго без сахара,Сладости,aa491d48-c4fe-4d91-8afd-2bd4f2c6729b,14 g,41,0,0,70,170
Жевательная резинка Well без сахара со вкусом клубники и банана 12.65г,Сладости,dddeaf7d-7f3e-4bf3-b270-9099d030ab22,13 g,23,0,0,35.3,141
Сахарная вата Счастливые дети,Сладости,10e1fd98-a699-4e74-8e8f-cea5b5c742b9,16 g,27,0,0,100,420
Халва подсолнечная Азовская кондитерская фабрика Царская на фруктозе,Сладости,f7a8dcf3-c67c-4f29-af4f-f7122e2f5731,180 g,50,37,12,46,570
Козинаки Богучарские Классические,Сладости,980cf94f-c961-4ea2-8665-7aaf4d5b78a8,250 g,184,35,14,27,479
Халва Рот Фронт глазированная шоколадной глазурью,Сладости,03bb551b-d59f-422e-bec8-3d2263df1235,370 g,367,33,15,44,528
Завтрак сухой Русский десерт,Сладости,d4b2a906-9c7a-4ce7-ae02-5c85e98816bf,30 g,24,5,3,86,354
Чак-чак ХЗ КАЗАНСКИЙ №3 Халяль,Сладости,748ff879-a9b3-40a7-ad38-550488a6e462,300 g,221,31.4,4.9,40.3,566
"Халва Рот Фронт Дружба, с арахисом",Сладости,db0e57f2-3aea-4e62-952b-1a632d479689,220 g,214,32.5,15.9,44.2,528
Конфеты Рот Фронт халва с миндалем,Сладости,0a3db3e2-6ede-41f5-ba63-822984a5a3e5,250 g,224,14,14,48,570
"Топпинг Махеевъ мягкая карамель, со сгущенным молоком",Сладости,e3a489d2-71a2-429a-bf34-c353d462faeb,300 g,136,1.7,1.4,65.8,284
Сироп из топинамбура Купецкий дом Посадъ натуральный,Сладости,eae78631-02b8-4635-a744-4f235b38a14c,330 ml,255,0,0,65.5,267
Кофе растворимый NESCAFE 3в1 Mild стик,Кофе и чай,b600cabe-8d31-48d8-9c1f-30b6823213fc,15 g,13,12,1.3,79,438
Напиток Кофейный Нескафе 3 в 1 Классический 14.5г,Кофе и чай,fa7be43d-0396-4e00-ba6e-0e4dff2c7495,15 g,13,1.8,0.2,11,63
Кофейный напиток MacCoffee 3 в 1 10 шт,Кофе и чай,2758ce5b-dee7-4812-81de-efa04bf6e3f3,200 g,148,11,2,81,430
Кофе растворимый Jardin Colombia Medellin,Кофе и чай,044b99fc-b43d-4507-9dc1-8e5a87bf76c0,95 g,289,3,15,0,92
Кофе растворимый Jacobs Monarch сублимированный,Кофе и чай,bd185b41-0968-46a4-b275-76ded24b32d0,2 g,13,6.1,14.6,10.3,100
Кофе молотый Жокей По-восточному,Кофе и чай,3571f0f6-05e4-453c-aa0e-1799338083a3,250 g,230,14.4,13.9,4.1,200.6
Напиток кофейный растворимый 3 в 1 Jacobs Классика,Кофе и чай,c3c4df9e-a130-47bb-a30c-d5658634ed4a,12 g,16,13,1.7,74,415
Кофейный напиток растворимый Carte Noire Капучино Нежная пенка,Кофе и чай,cbbff9a3-b022-4188-8fc0-890b50a02136,15 g,21,0,4.6,76,415
Кофе Jacobs Tropical Selection сублимированный 180г,Кофе и чай,b552be26-bf31-4f3a-babb-8ef436d50319,180 g,469,0.52,14.6,10.3,101
Кофе растворимый Московская кофейня на паяхъ Суаре,Кофе и чай,63373283-f9d8-4007-8fb0-bd4768b522f1,95 g,428,0.3,0.3,0.5,14
Кофе молотый Lebo Принц Лебо для турки,Кофе и чай,a445d884-49d8-4bd7-8b87-cebdce0ed717,100 g,130,0,0,0,0
Кофе молотый Lavazza Crema e Gusto,Кофе и чай,53a06e10-1c1b-40a6-aa97-db1bce5cf764,250 g,515,12.6,14.4,13.9,244.1
"NESCAFE GOLD банка, 190 г",Кофе и чай,d631d82b-35ee-4664-b1a7-71611d78c68a,190 g,586,0,0,0,0
Кофе Jacobs Millicano молотый растворимый,Кофе и чай,8f37133f-3700-4953-9ea5-3d0080f1e875,90 g,290,2.3,14.5,9.2,116
Кофе растворимый Jacobs Monarch Intense,Кофе и чай,ed166403-9d14-4342-a57f-bf45ffcf17f1,95 g,314,0.52,14.6,10.3,101
Кофе растворимый Ambassador Platinum,Кофе и чай,a5a8d143-52f4-42d1-a1e9-b7edd26b4f1c,190 g,504,4,15,2,92
Кофе в капсулах Jardin Vanillia молотый 10x5г,Кофе и чай,b7e16e8e-2c99-42f5-8931-284e301897bc,50 g,270,14.4,13.9,4.1,201
"Кофе Fresco Arabica Solo растворимый сублимированный 190г, Россия",Кофе и чай,b48b169a-44df-407f-9d12-063c91628705,190 g,576,0.52,14.6,10.3,101
Кофе Monarch Miligrano растворимый с молотым,Кофе и чай,652be447-0aa9-4479-875a-23b68a8b2d60,70 g,230,2.2,14.5,9.2,116
Кофе молотый Jacobs Monarch Original,Кофе и чай,db0a78ca-e376-49b0-a832-a23268d3ff05,230 g,290,14.4,13.9,2.8,218
Кофе молотый Egoiste Espresso,Кофе и чай,510342d5-7395-442f-aced-7ad6f441fd0a,250 g,490,0,0,0,1
"Кофе в капсулах L'OR Espresso  Lungo Profondo 10 шт, 52 г, Россия",Кофе и чай,136e3696-a3ad-4cdb-9ac6-b2a3b2d270f2,52 g,350,2.8,13.9,14.4,218
"Кофе в капсулах Jardin Vivo, 10 шт.",Кофе и чай,f7027178-16ff-4328-a135-e4e42de2a025,50 g,270,14.4,13.9,4,1
Кофе молотый Jardin Americano Crema,Кофе и чай,c96acc93-6df6-4216-9277-d70eb8ea1038,250 g,270,0,0,0,201
Кофе в зёрнах Ambassador Nero Espresso Roast,Кофе и чай,be4383a9-d6b8-48a4-a147-d2f68ee61024,1 kg,800,14.4,13.9,29.5,331
Кофе растворимый сублимированный Арабика ТМ Московская кофейня на паяхъ ,Кофе и чай,ec293acd-4f27-4462-a693-cd2384edb171,95 g,653,0.4,16,2,109
Кофе растворимый Jacobs Velour,Кофе и чай,34505980-0f46-4e2d-939f-cf14e0408275,70 g,190,0.1,14.6,10.3,101
Кофе растворимый Gold сбалансированный ТМ Jardin (Жардин),Кофе и чай,6924f88b-0023-4b6a-b1b9-062efd78b565,190 g,390,0.52,14.6,10.3,101
Кофе в зернах Bushido Sensei,Кофе и чай,6068f058-51ca-424e-b849-a4c99845e3e3,227 g,490,0,0,0,0
"Кофе растворимый Original, Bushido",Кофе и чай,0be5d456-d470-4618-ab88-74fa442aa174,100 g,905,1,8,13,126
Кофе в зернах Jacobs Monarch Классический,Кофе и чай,6990e6f3-426a-4191-aa86-d50b96e35d27,800 g,970,2.8,13.9,14.4,218
Кофе в зёрнах Monarch Original,Кофе и чай,ac510dca-3a4e-4939-b14d-5248a5c41576,230 g,290,14.4,13.9,2.8,218
Кофе молотый Lalibela Coffee Classic,Кофе и чай,6e666ddd-a40c-4eb2-be0d-433a688815be,200 g,200,14.4,13.9,4.1,200.6
Кофе в капсулах Jardin Andante молотый 10x5г,Кофе и чай,4551cde7-ccc3-402c-9969-4f00d0d569db,50 g,270,0.6,1,4.3,31
Кофе Jacobs Tropical Selection натуральный растворимый 90г,Кофе и чай,0c0bfa7f-a0c8-456c-8630-6d3ab7d22d25,90 g,296,0.52,14.6,10.3,101
"Кофе в капсулах L'or Espresso Caramel с ароматом карамели, 10x52 г",Кофе и чай,caee0a56-d96c-4962-a79f-fdbcd6f69c73,52 g,350,2.8,13.9,14.4,912
Кофе растворимый Jacobs Monarch Классический сублимированный,Кофе и чай,9915df94-defb-4fd6-9f5c-2a73f2f2bb8b,75 g,240,6.1,15.1,0.2,565
Кофе молотый Fresco Arabica Blend,Кофе и чай,08499acf-4508-4b5e-bbd4-cd911d7d8646,250 g,280,15,14,30,330
Кофе растворимый Черная карта Gold 150г,Кофе и чай,bdc70b9e-d2cc-4164-9877-6e7038f09606,150 g,320,0,0,0,0
"Кофе в капсулах L'or Espresso Vanilla с ароматом ванили, 10x52 г",Кофе и чай,aa5c0518-48ab-42f3-a6cd-1247ff97172a,52 g,350,2.8,13.9,14.4,218
Кофе Живой кофе Арабика жареный в зернах 200г,Кофе и чай,11e1f61b-89c6-4316-b9e4-34798cca29d5,200 g,220,14.5,14,4,223
"Кофе в капсулах Jardin Ristretto, 10 шт.",Кофе и чай,6b41b1e6-4cbf-4901-9e3e-dbb488b13fbf,50 g,270,0,0,0,0
Кофе в зернах Lalibela Classic,Кофе и чай,6236d67d-1f38-41f2-a127-726f5d1a5454,250 g,235,14.4,13.9,29.5,331
Кофе Monarch Tropical Selection молотый 230г,Кофе и чай,5c96a1cf-0a28-4a78-964f-3998d428146e,230 g,290,0.2,14.5,6.1,135
Кофе в зернах Julius Meinl Юбилейный,Кофе и чай,ca15ba7d-a98d-4de2-a6ff-a1949eb7566d,500 g,850,14.4,13.9,29.5,2
"Кофе в капсулах Hollandsche Branders Эспрессо, 10х5.2г",Кофе и чай,c9872869-24e0-4d2b-a454-6fe91e115fa3,52 g,220,14.4,13.9,4.1,201
Кофе в капсулах Hollandsche Branders Лунго 10х5.2г,Кофе и чай,31bd42fe-d672-4b41-9977-29b27afac890,52 g,230,14.4,13.9,4.1,201
Кофе Чёрная Карта в зернах 800г,Кофе и чай,0e5ccaa8-165b-4228-aa1a-dc5f04cd5b33,800 g,760,14.4,13.9,29.5,331
Кофе Monarh Tropical Selection натуральный жареный в зернах 800г,Кофе и чай,60ddd4c4-3204-440a-a9b9-f45023d5bd74,800 g,970,14.4,13.9,2.8,218
"Кофе растворимый EGOISTE Noir сублимированный, ст/б",Кофе и чай,3fc428f6-5f3f-4f9d-bd03-6ccbfdf3395b,100 g,694,1,12.5,69,92
"Кофе в капсулах Jardin Allonge, 10 шт",Кофе и чай,772fa52b-bc51-4ba9-97f9-6e8a6a28aeb0,55 g,280,0.8,0,0,14.7
Кофе в зернах Lavazza Crema e Aroma,Кофе и чай,8b19a0af-f754-41df-a6c2-f2c7c53d0b06,1 kg,2427,14.4,13.9,0.2,331
"Кофе растворимый Doppio с добавлением молотого, FRESCO",Кофе и чай,df99cd07-9857-4787-b34c-88b581dc9768,100 g,306,0.2,18.6,65,340
Кофе в капсулах Lebo Irish Cream 10шт,Кофе и чай,e1973349-f2e8-4ebe-be94-813b7df64e2b,55 g,418,6,13.5,4,98.6
Кофе в капсулах Lebo Сицилийский Апельсин,Кофе и чай,373e6ba8-001f-40d7-a966-5e0ec6045806,55 g,421,2.5,15.5,2,92.5
Кофе Lebo Choco Brownie молотый в капсулах 10х5.5г,Кофе и чай,b7d68ee4-e4bc-4365-a708-460d0192b52e,55 g,421,2.5,15.5,2,387
Цикорий растворимый с экстрактом черники ТМ Большая чашка,Кофе и чай,851e93c5-f0eb-4fc8-b16b-b1329167a898,85 g,98,0.5,4,57,270
"Чай черный Richard Lord Grey с ароматом бергамота и лимона в пакетиках, 25 шт.",Кофе и чай,e4ea5391-11d6-4513-864e-0a25a959b015,50 g,115,5.1,20,4,140.9
"Чай черный AHMAD TEA Tea Earl Grey с ароматом бергамота байховый, 25пак",Кофе и чай,ac493e03-2809-4518-89e8-1162c64ec178,50 g,110,0,0,0,0
"Чай черный Принцесса нури Высокогорный в пакетиках, 25 шт.",Кофе и чай,75117ce7-7074-4015-a778-6561925d2d85,50 g,55,5.1,20,4,140.9
Чай черный Принцесса Нури 100 пакетиков,Кофе и чай,6c4c489f-9e48-4a7f-a2e1-a40ef701bd7c,200 g,180,5.1,20,4,140.9
"Чай черный Ahmad Tea Mango Magic, 25 пакетиков",Кофе и чай,284fa5b0-c420-4bf3-a21c-77289cab5da9,50 g,110,5.1,20,6.9,155
Чай черный Greenfield Spring Melody,Кофе и чай,ad8dbc9e-0e69-432c-9a61-65f63c692345,37 g,112,0,0,0,0
Чай черный Майский Лесные ягоды в пакетиках,Кофе и чай,13d9674f-b121-4da7-8312-1c4dbb9d21ee,38 g,82,5.1,20,4,140.9
"Чай черный Akbar Mountain Fresh в пакетиках, 25 шт",Кофе и чай,b79e805c-5ec1-4b0d-bf8e-62fec4be5d4e,50 g,60,0,0,0.5,1
"Чай черный Greenfield Earl Grey Fantasy с ароматом бергамота в пакетиках, 100 шт.",Кофе и чай,3ec6bfd7-01f0-4a44-ac81-3da372d3e6b9,200 g,358,0,0.4,0.1,0
"Чай черный Tess Pleasure шиповник-яблоко, 100 шт.",Кофе и чай,99edf5df-9468-4ac8-a586-96e6194c7b9c,150 g,250,5.1,20,4,140.9
"Чай зелёный Tess Lime, 25 пакетиков",Кофе и чай,a8e1b34e-ef64-41c9-9b21-f7657ad32738,38 g,129,4,15,2,97
Чай черный Greenfield Kenyan Sunrise 100пак,Кофе и чай,19c8d31a-ebf6-47d6-9d62-acf22045eafd,200 g,388,0,0,0,0
Напиток чайный Greenfield Cherry Blossom 25*2г,Кофе и чай,76259ff0-866d-4101-8111-21f757cdc439,50 g,143,0,0,0,0
"Чай черный Ahmad Tea Strawberry Cream клубника со сливками, 25 шт",Кофе и чай,ceac9394-5d65-4267-bf1b-413a438b22e2,38 g,110,0,0,0,0
Чай черный Greenfield Earl Grey Fantasy,Кофе и чай,3c75ed65-a988-4530-b910-3d9946fcbcc7,100 g,189,0,0,0,0
Чай из лепестков суданской розы Принцесса Ява Каркадэ,Кофе и чай,6a18d934-7fd5-4ad1-88af-8b0bc57b2440,80 g,117,0.1,1.9,12.3,49
Чай черный Майский Отборный в пакетиках,Кофе и чай,8e95729a-ad5c-4a58-8900-66b4d756c759,50 g,84,5.1,20,4,140.9
"Чай зеленый Greenfield Green Melissa в пакетиках, 100 шт.",Кофе и чай,10367a9a-4c6c-4650-b0c3-2a94aa4007be,150 g,388,0,0,0,0
"Чай черный Azercay Букет, 100 пакетиков",Кофе и чай,418523a7-dbc1-4db6-9d2b-ebebe20ad03e,200 g,246,5.1,20,4,140.9
"Чайный напиток красный Tess Flame в пакетиках, 25 шт.",Кофе и чай,a57e4123-29f5-449d-9ad5-c2b1b34c5f72,50 g,117,1.6,5.6,4.8,101
Чай чёрный Азерчай Букет байховый,Кофе и чай,2d0224ab-0e0e-49cf-acb3-1da2d45dff1e,100 g,189,5.1,20,4,140.9
Чай цейлонский Richard (Ричард) черный листовой Lord grey (Лорд грей) с ароматом бергамота и лимона,Кофе и чай,d4edaf7d-c79e-42c5-8246-1c9a73d84a7e,90 g,133,5.1,20,4,140.9
"Чай черный Ahmad Классический, 25 пакетиков",Кофе и чай,361180d8-04a8-42a7-a9b5-c0c82561a1cd,50 g,80,0,0,0,0
Чай Greenfield Golden Ceylon Черный Листовой,Кофе и чай,8c150eaa-49e3-4e6b-9c53-f10b3baf4716,100 g,189,0,0.5,0.5,1
Чай черный Лисма насыщенный в пакетиках,Кофе и чай,4be36797-d655-4568-9bae-41207d94fe99,45 g,45,5.1,20,4,140.9
Чай черный Greenfield Golden Ceylon листовой,Кофе и чай,41f73b99-8e9f-4802-8470-815837371adb,200 g,352,0,0.5,0.5,1
"Чай черный Greenfield Kenyan Sunrise в пакетиках, 25 шт.",Кофе и чай,8853b3b0-9de5-4c61-b4d3-0cdcec651dff,50 g,112,0,0,0,0
Чай зеленый Curtis Hugo Cocktail 20 пирамидок,Кофе и чай,3303db13-59c7-4c9f-8738-ccd22fdf5c6b,36 g,101,0,0,0,4
Чай черный Tess Sunrise в пакетиках,Кофе и чай,cbb0c9d1-d873-49b2-957b-8b9f22a736ff,180 g,250,5.1,20,4,140
"Чай зеленый Greenfield Flying Dragon в пакетиках, 25 шт",Кофе и чай,e4898c5a-fdd3-4152-8077-33533bb222f5,50 g,140,0,0,0,0
Чай зеленый Greenfield Flying Dragon листовой,Кофе и чай,793c5b08-fa41-4b29-bd04-80ba036abc57,100 g,184,0,0,0,0
"Чай зелёный Ahmad Tea с жасмином байховый, 25 пакетиков",Кофе и чай,8abbd846-b930-4a6f-b0b3-ca1a364e6451,50 g,110,4,15,2,97
Чай черный Richard Royal Classics Earl Grey с ароматом бергамота в пакетиках 100 шт,Кофе и чай,6e6f5f2a-eba6-4294-850d-995d1b451e3a,200 g,314,0,0,0,0
Чай черный Greenfield Spring Melody,Кофе и чай,00001ea3-665e-411b-98f2-1aa0e9d35b4f,150 g,388,0,0,0,0
Чай черный Ahmad Tea Classic Black Tea в пакетиках,Кофе и чай,600e989b-3f3a-45a1-9f69-4e07c92c273b,200 g,280,0,0,0,0
Чай черный Richard Royal Tea Royal Peach & Mint 25 саше,Кофе и чай,0a7629e9-e38a-4c43-9211-8d8b6c5c8221,43 g,115,0,0,0,0
Чай черный Ahmad tea Классический среднелистовой ,Кофе и чай,aab5e406-5acd-482c-9bc5-b0f71e5fd3cb,200 g,220,0,0,0,0
Чай черный Richard Royal Ceylon,Кофе и чай,288f1f3b-18fc-45bd-bec6-49a9fafe07b6,90 g,146,0,0,0,0
"Чай Майский Корона Российской Империи чёрный в пакетиках, 100х2г",Кофе и чай,815ddb26-10f9-46a4-8091-f6f8b15852ae,200 g,255,5.1,20,4,140.9
Чай черный Tess Pleasure c шиповником и яблоком листовой,Кофе и чай,84fdde16-3a9e-40d2-b0af-7f2c2c5ad12b,200 g,210,0,0,0,1
Чай Азерчай Букет черный байховый крупнолистовой,Кофе и чай,4ae2d15d-db39-4151-b8d8-99075f33f1c0,100 g,352,5.1,20,4,140.9
Чай Принцесса Нури Магия Бергамота черный 100х2г,Кофе и чай,75d09e3b-2ed7-4735-ba63-6b64452d1834,200 g,200,5.1,20,4,140.9
Чай черный Beta Tea ОПА листовой,Кофе и чай,85af2e29-1f74-4e15-8394-4c305dffb917,250 g,342,0,0,0,0
Чай черный Akbar Ceylon 100 пак,Кофе и чай,aebde0b0-fd7f-4e6a-af31-cac3a698501f,200 g,367,0,0,0,2
Чай травяной Greenfield Wildberry Rooibus 25пак,Кофе и чай,2dfff851-b610-4f3e-a82a-cf393c2bb032,38 g,115,0,0,0,0
Чай Майский Корона Российской Империи черный крупнолистовой,Кофе и чай,14e7e45f-bbe5-4109-b3ca-bfba83339209,200 g,210,5.1,20,4,140.9
Чай пакетированный Greenfield Flying dragon Зеленый 100шт,Кофе и чай,52658c57-15ec-4897-bf1a-d3f1d04f6bbd,200 g,333,0,0,0,0
Чай черный Ahmad Tea Earl Grey,Кофе и чай,94c68e3a-e338-4b63-a167-8e09678eb2bf,200 g,300,0,0,0,0
Чай Tess High ceylon черный 25 х 2.25 г,Кофе и чай,15b5a740-3322-4e7d-9b4d-4d8ab196b6d6,56 g,95,5.1,20,4,140.9
Чай Beta tea Королевское качество черный байховый мелколистовой 25x1.5г,Кофе и чай,f187361e-c1a8-4a23-9ddd-19919e80a3bf,38 g,101,5.1,20,4,140.9
Чай черный Майский Корона Российской империи листовой,Кофе и чай,7dbbb222-0201-4a15-850a-efa71f2318e9,100 g,120,5.1,20,4,140.9
"Чай Dilmah Orange Pekoe Цейлонский, черный крупный листовой ",Кофе и чай,e6d11973-2767-40f2-a942-c9e6558371b1,250 g,388,5.1,20,4,140.9
Ahmad Tea Earl Grey черный чай,Кофе и чай,8e9b0cba-026b-45c9-9070-eb639f7d9b8e,100 g,160,0,0,0.1,1
